detection_date,domain,category,score
2019-01-23,yourgreatpage2contentsnew.xyz,social engineering,1.0
2019-01-23,yourgreatpage2link.xyz,social engineering,0.9528
2019-01-23,yourgreatpage2linking.xyz,social engineering,0.9999
2019-01-23,yourgreatpage2links.xyz,social engineering,0.9869
2019-01-23,yourgreatpage4content.xyz,social engineering,1.0
2019-01-23,yourgreatpage4contenting.xyz,social engineering,1.0
2019-01-23,yourgreatpage4contents.xyz,social engineering,1.0
2019-01-23,yourgreatpage4link.xyz,social engineering,0.9525
2019-01-23,yourgreatpage4linking.xyz,social engineering,0.9999
2019-01-23,yourgreatpage4links.xyz,social engineering,0.9876
2019-01-23,yourgreatpageforcontent.xyz,social engineering,1.0
2019-01-23,yourgreatpageforcontenting.xyz,social engineering,1.0
2019-01-23,yourgreatpageforcontents.xyz,social engineering,1.0
2019-01-23,yourgreatpagetocontent.xyz,social engineering,1.0
2019-01-23,yourgreatpagetocontenting.xyz,social engineering,1.0
2019-01-23,yourgreatpagetocontentingnew.xyz,social engineering,1.0
2019-01-23,yourgreatpagetocontentnew.xyz,social engineering,1.0
2019-01-23,yourgreatpagetocontents.xyz,social engineering,1.0
2019-01-23,yourgreatpagetocontentsnew.xyz,social engineering,1.0
2019-01-23,yourgreatpagetolinking.xyz,social engineering,0.9992
2019-01-23,yourultimateplace2content.xyz,social engineering,1.0
2019-01-23,yourultimateplace2contents.xyz,social engineering,1.0
2019-01-23,yourultimateplacetocontent.xyz,social engineering,1.0
2019-01-23,yourultimateplacetocontents.xyz,social engineering,1.0
2019-01-24,arichitecte-conceptuel-active-directory.pro,social engineering,0.9998
2019-01-24,expert-architecture-wifi.pro,social engineering,0.9925
2019-01-24,findyourdates.online,social engineering,1.0
2019-01-24,midweekrefirateupdate.site,social engineering,1.0
2019-01-24,midweekrefirateupdateed.site,social engineering,1.0
2019-01-24,midweekrefirateupdates.site,social engineering,1.0
2019-01-24,updatenameserversetting.site,social engineering,0.9294
